Job Title,Location,Company,Link
EY - GDS Consulting - D&A - Data Scientist - Senior,"Kanayannur, Kerala, India (On-site)",EY,https://www.linkedin.com/jobs/view/3773734484/?eBP=JOB_SEARCH_ORGANIC&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=tFx%2B3BTdqYfeJ9ZLajRDvw%3D%3D&trk=flagship3_search_srp_jobs
Data Scientist/ Senior Data Scientist- NLP GenAI,"Bengaluru, Karnataka, India (On-site)",Fractal,https://www.linkedin.com/jobs/view/3767712727/?eBP=CwEAAAGMFp-QvLGPKYhP_CGNBbTGcVTkty249iNLh3YR_iUG30_KrpYvAtHfn8CtQJrH6JCEXmLbP5BttWsj5198wTHJkL5kIds7tc5qZrOVEF29L6OxRzzb3mYo2pMJTn7SakBVxSgzazlk1guM9YttCeFbM0XDW-QTQbvWnsNduxsnteEBqMGc8OgeSiLnFg6kfhvGe6Wrm67DwZKuq_ynn9jpu1Tcpl7RbimK2hKouSUQ3hrft8904YkvV51WkIVP8nnemg9c0sdFmPvM3ThlzBcEr_OtDVDtwEj_mfB0YDjIlENnoxrx0pZ_admtr-uMCOgbuML8_1J-ghbJBVPnl3Vl8wvJiuZ05IY&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=lzyrO8fe1GnvjCID9OpAnw%3D%3D&trk=flagship3_search_srp_jobs
Principal Data Scientist,"Bengaluru, Karnataka, India (On-site)",Angel and Genie,https://www.linkedin.com/jobs/view/3767432272/?eBP=CwEAAAGMFp-QvIZDcPNZkd7BBfEwQWC_SVXBwPsjBDuLr5LQaLtcp83jTR1hmAlENZtc64Kj_EjGZFtHh1JSarHOz2aGcSnaomcgEmX0cRK3ETfCsL4NvlxzAX1mJtM5xtoA3CqBEAb0TG22yM3FalTSA_iDkKDQ37--rIdlThGv-9DNupBPFHWB6lSyAlnzL-UwrWFg7abLRLeKtWlUUK1MQmEuCxDNuf9BE68vkODFyx7Ynb57mBdWYX9dINrId7uzSkxzLTRvvVT7qRLf3nL7lRbZe7KIabgY_5fMA6N9f11nyeY5KRj1F684-DMLpizdp5RO7PmkeI6KBOCJvz9dQKsr8aoVArbzClA&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=GunmW1oMDCCHFr%2BzArZ0Uw%3D%3D&trk=flagship3_search_srp_jobs
Sr Principal Data Scientist,"Mumbai, Maharashtra, India (On-site)",HERE Technologies,https://www.linkedin.com/jobs/view/3766047446/?eBP=CwEAAAGMFp-QvGvYECkhRlGMxOzbUoCcl62UEu05mUN-0SYym8Ud7lURK44hADXghePlbv-mbsAvZRicC7LBmpK3lnQPny2hjbYIUGxNVQJkocQlUdDX_qG6jl1Jox-5cj820alvPmjhQ93P2lI0DoNEFd4ls7jJ6qwYBGehCCaD9CdoYs37tfO8N6cFHj9y1X0n7gBJ0MOe-msV7bC5obyPuYKAQ1lCj_WGqYXap1a5oh6dfQznc8vj9OgUkD9fXzSipijyh_pVjxf5t4IjYsNpkUpRqjHXapCqapn52QWvDAtE3_DE2twXOmJ_QoHumEuUkxDSvHYR3qnO7j44D-Cma-sTiR8kKdNDGh_GnWxOZL_47O26xwozsY4odFQAbpHuOuonvys55eCLkw&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=XU1qQDQwdLrNwTxDoNd5Mg%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Scientist,"Mumbai, Maharashtra, India (On-site)",CRISIL Limited,https://www.linkedin.com/jobs/view/3760929310/?eBP=CwEAAAGMFp-QvEA_fPm27N4d05yuFRzw5kSeVn9nGpCN1yzuK0olZ49qn3KAnmPOUySJM2fP5ALG9HFhP-K1u4H2SGQwaFTeBVDI2fy2kiSTa13GayZ0SbE8laK2YrhjvLzz_t-YS6JtaUCHQmrbp2JdhN7NKECXarxSakYpqdFO9HlM1CIVeP-1s4Rav5FaGn_N3sEXxAHkisk60_akdouuk-8eSZ_J-nHmsueReO---i1ojJBYYUV5QN5swMTWwzv5zKSiK_1i0LY40jpEg9mqycmQuY5rpvpceVL0T-5neBhBKpLYaYRxNFuccHJ0ovHoWexw6A50uvzn6rL5WrHzAwBEEgRiva-wOxE&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=MIBoB6rhnSHRF8G2CrX5OA%3D%3D&trk=flagship3_search_srp_jobs
Lead Data Scientist,"Hyderabad, Telangana, India (On-site)",Anblicks,https://www.linkedin.com/jobs/view/3764921724/?eBP=CwEAAAGMFp-QvFsp7Nz00aY-mT6fMCbRDggMwCB-DCKBRHp2uJqbTbBLfgvoC9U12SPJ9DxuP6V9xFSnft6785QpMBnm9JQwOGLM8_97tn1oZIKM2PCu5qxWGsnzajANjBUUcBh7egNo-EOl7Y2LA3BinFRf5TNYDLZtYNohXnUFMIEPkGiM7scaRxBjXnZfjypz1CF2iBoKmXITTUqJy7C5ZylsCbeFxw5h54AGyLyZebYOETUbzk8uqTaByXCaMbHZ1MWfNvU8f4NWfZtxzNau5p-CvSlpsaGYPsMDXFAUNQ42EAwtK4C6irqYHheF2kMnDfgYkmZfCV3H7eWl5xTqGLnW_JRe25Y3pyfQ4u_F2Aha2zdYYUja6oVcOqzkEANlobRqHUEs4AQ8tQ&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=zznzwqGO4w2qpk67tyahNw%3D%3D&trk=flagship3_search_srp_jobs
EY - GDS Consulting - D&A - Data Scientist - Senior,"Trivandrum, Kerala, India (On-site)",EY,https://www.linkedin.com/jobs/view/3773733496/?eBP=JOB_SEARCH_ORGANIC&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=hKK4TWZA8LnLHIITE1jxnA%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Scientist,"Thane, Maharashtra, India (On-site)",WebMD,https://www.linkedin.com/jobs/view/3754262602/?eBP=CwEAAAGMFp-QvE9M_qgrhBUFlIt8UH51p6-V6a4eo9wKw7Mcx_tdfRGwfYdwNkykIAPD5cDQ_crS8BnvrGJiHpQU5g5ThpQlTTh_IAC5Ibf7MBuWH-Avi2YzdhGcboh_w3FREsdSkRkuCBdyqGP4jomnJ8_xW1f4meKQQTmRdLjRulQgr3KozVw3HJQ7knjyb-MTiISxBf4JReCPyV2N-aSeKeTIGK6dlYlrJgWEV9sw1WpHboY8_6BXjoQg2o5FGrVvPQ-EOYweS6SJj6Igld5YxHVox6TSddPjJwBJdLqftDr9a-PZSX1RjdWJhEU52yyhxLwaF_evKi3L5owZ7TM_lt7fh-XqQIThDWNB60BKlZOB-513pZ_lBY2nTuU2Rh-xOqCXRLdbecn5IQ&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=DP6eUn0vkRTq6xvSviR49w%3D%3D&trk=flagship3_search_srp_jobs
Lead Data Scientist,"Hyderabad, Telangana, India (On-site)",HuntingCube Recruitment Solutions,https://www.linkedin.com/jobs/view/3772375455/?eBP=CwEAAAGMFp-QvEMgSjGg0exAm9SQlT58Mtc-qQq7cucLyOfIOzKViIgMDoOJk7KY53fcIEQ9wvFZPnrQlG40R9FM2odAAfAEx1QvY7ZWcdyugbMz3yBG0IIwwJjg2Lp7TGP801iDBTqdlzkZFj7iMlfoXFClrbk5vyzn0ngIIa5WuquDPy0DK1LVTp8fqZ8dBejmMi5RmZFjJyRmCryPmZuOfwUajLtVUs18y4pNO_dhvLH6TkTEcf7IEhYiL2Ex8PeJd6auRJSjmay3XYMRZYr0QrC7WwMZo2_aC0vcG_x9YMZDQlj0dPW_gXqqvy_ZEVovjZ2Mhz-5S_4u-liVL4ibiZCidcppZoIQJDFohVfTw_z24yMa4vZ-OOeDBlNAaH5-wbAerppbmyUgNA&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=VCfo1fLYpqSmXZPytyrD2w%3D%3D&trk=flagship3_search_srp_jobs
"Scientist, Data Science","Telangana, India",XPO,https://www.linkedin.com/jobs/view/3655391549/?eBP=CwEAAAGMFp-QvFug15zIY3lcTPQG_pQfvTZ6iSGh1plk3cQKSdRygI7qVAZDL6fvP3SphsKdJGcqyVvrxyptJ_2EqiRKFhGRDUFQEOniuDimWy-NaOeNgsXv1NfAm44oSQwHF0azt8V_DbwGJcPHOnaeaml8bLic_dEPf2eDTDtQ4OMcsYcQAlFvuuhEQlD0OD6pbLudpUl_yZjDfxaSUgOw4Idg8qLoNRZGq4TEsRZaPkKgIU3hYbg-XWssvDit7T_ew68eQJ0jsGPBrid5WZTSSDsnGa68EbnhFYqL7wdn13uvi83mAeUwQnmMJkhQx6YdXLuUpG1pg3tzlE8PsMd2uxZCjhLxRPPaO6o&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=ngEUA%2FcvMPUI6kgXC6KKzA%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Scientist - India,"Pune, Maharashtra, India",Globant,https://www.linkedin.com/jobs/view/3692155712/?eBP=CwEAAAGMFp-QvCwQCYmPXZtdQTSDaiyrc5PQ4msbbzf8q0i9fWSfel4571zHUnoPbh_pVwoYYCt8yT_OIjCk9hr3uXJ5tAksxlzceFZY7h1Zm6FjixUs3qNXFc7lDXEIc-by9ao8Wre8iP0YSztvnMuacwsIJII3e5Q_TlhfWcHqxCmyWsqsdurdZj6CCCD7F465n7ACwDRG5-Mj3naUI4nbYX6QBXHdyLoB5D3Vq8UZyXa0nckA2xaz2bJrPjj4eHFpq5Dmqss9bv_A-OCZtAyrqmVcAxHBDZYw-lmQ1rQo8fOIt0BRYvTX2DX6H0HOhV0SZkkckHE0R1hMGtB_qJ0QSAi_iS_mc552IEQ&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=1BV13begSYgwBP4qF%2FtNeA%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Scientist,"Bengaluru, Karnataka, India (Hybrid)",MoEngage,https://www.linkedin.com/jobs/view/3761857581/?eBP=CwEAAAGMFp-QvBoDxFP7fO1HFOSesfsLacU75mH8sfBFS28Btlx8vjlCQX60sEJe3_7vaGW5MYz8lqL4nOULbCH4t0Df_gJkhE0Z-bAhhTgf2szuWzSngfySvaEg15G6pkcyG22gGkwzSpiDuHzriAXTHtAJvmnwoeDKiJUrGY6J8qEYIrkq873Tx1Xxv_bbXDMbhhOqCQA5lqNnRbN-kSegFH7HCYzxNPj0pkgM8LnxaVplrFgnBqjyWb0m0j1VWuEFp5vtSjKg3jU_ohqlaak92MroBQvQtYtl6_7EojMfabG8iVWJRv4iCw9A98FUUEDa84XRx4LdgB5WoKpuhizF0SvvqLmvgUYbJKo0rC2ZiPfio9Rx-8DdkCbJAEyi-TSKYlvyOC_hszttEg&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=iKwHunpjkKZiiyIL2Tu5Cg%3D%3D&trk=flagship3_search_srp_jobs
Credit Risk Modeling (Regulatory Models) - Associate,"Mumbai, Maharashtra, India",JPMorgan Chase & Co.,https://www.linkedin.com/jobs/view/3755006485/?eBP=JOB_SEARCH_ORGANIC&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=bUtYQTG1NeMJ3Oh22%2BLlGQ%3D%3D&trk=flagship3_search_srp_jobs
"Senior Data Scientist, Actimize","Pune, Maharashtra, India (On-site)",NICE,https://www.linkedin.com/jobs/view/3759501867/?eBP=CwEAAAGMFp-QvG14cpJCNXhXpJpCjmRSPp2xM-QD0LwxKc0TVXc0Gnwi2bFkt6NBuq4bkrc7UUlhDRoere3MoPPJNBesqroopXgLk17ZsVeHbLSZ0WYGLSlTYVpmyHTPRMx0FkkvHe5eoYJ2gcd6AZRLuC_TDcq-eUzgTLqV41Qag_1n_Vl8NF_3QzdwBMFtVw8PEHbUL5e9AmS0NVVXARIcwo8OMYZE1G2OkkNZiHkgabie6ahJM3JA9xWMgGFKvvvXi2uxGsQvoo-TVSmYgCKWEzvrZF01tJp8cq7gL4Klst6PWY1Mof2wuveGhxEMY5dLmX3eZCdC1oj3UhdVXtLBlc8Xojh0VAONVkHTZ3Fb9GZX1zXVj21FgWj1setI-y6y3eoFj7kADCgOig&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=PpjrqYMIl3iwJHKauLshAw%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Scientist,"Ahmedabad, Gujarat, India (On-site)",S&P Global,https://www.linkedin.com/jobs/view/3741561232/?eBP=CwEAAAGMFp-QvHl9QOmTndNnpNqBbviuKRinseyFOoRxs83R-WMx-ojftV-NiKfhCwn50Ri8XYT1RZbVDNVR7sG247sstnZCFqYuJxFiB69K2icgbbQPbigJJx-AllowglcTYGWnz7ZRpgNeYYmX9vRrxvHCGSVnTeeIql5WVlEzP2-2_dzAWOd2mEh8hhyI05ZzXmHEccB2uy0vKOwbakJD2gKna-qEx2_0-tLfG8gXZ_Xx09OjNO-v0IOlEmfIRBxIVHUE2VGkWoNp3QVVWavycSPGiS9LaQvdA1_hCNGiI9xMg-Ui1BWgG9zLB8uoeVTfTPEzS0_RNvZ3l3z3-D7LIL7azKsiyQVbUyktg35B2v0bG9g-bCXkqMhARuKYODQjX0J6ufDRn9fGkQ&refId=DsMizwJrVkenfhn%2BjAjQ4Q%3D%3D&trackingId=26rBIGv1rjotNwcL6D0kvA%3D%3D&trk=flagship3_search_srp_jobs
EY - GDS Consulting - D&A - Data Scientist - Manager,"Kanayannur, Kerala, India (On-site)",EY,https://www.linkedin.com/jobs/view/3714565692/?eBP=CwEAAAGMFp-VyroKHWCmQojaGayKWUo7RbkIM6gDVeuhmJ6UfMm_IkXR0YfaBr6MwHy_ipiasNbfWli1omRvX1JJVehHjOSq1xKrQez8-9nWO3uUdnQ5mvrPH-ZUf943j8d9W1cG2777VZt408XttAuiMdAez7oWN6aHQVHHMmNk-7y81ndWrS1sF3FwbcIXmbrxiCMeA3POipOWllMG2MZAJpcQStSm9hwRdHUC5jvaGoXBNO3pY26lvcFQWwc9Bknu7Adi_LvCqUfuRPlkloPDbnekLeDrVEwIgsE54lqjAhvgSDrkbVo_H6OZl_RErSIDRDr_N6OgJfLoYFwT98T-mLxJf8-vg3lCC2MpWW9JLr3achJnaRLwWCI3jzR5kfXyU6Kgd5AxOHI&refId=7fJM%2BPYg9lwKsCGdjombkA%3D%3D&trackingId=X6ydUMHngLGx2SnzDKjApA%3D%3D&trk=flagship3_search_srp_jobs
